Event,Actual,Prior,Freq.,Date,Time,Surv(M),Std Dev,nn-surprise,Surprise,DateTime
Initial Jobless Claims,455.0,442k,W,2003-04-24,07:30:00,425.0,9.95,30.0,2.6535401033318475,2003-04-24 07:30:00
GDP Annualized QoQ,0.016,0.014,Q,2003-04-25,07:30:00,0.024,0.57,-0.008,-0.010136896895845493,2003-04-25 07:30:00
U. of Mich. Sentiment,86.0,83.2,M,2003-04-25,08:50:00,85.0,0.89,1.0,0.49494160007905563,2003-04-25 08:50:00
Initial Jobless Claims,448.0,455k,W,2003-05-01,07:30:00,430.0,9.06,18.0,1.5883963907459582,2003-05-01 07:30:00
ISM Manufacturing,45.4,46.2,M,2003-05-01,09:00:00,47.2,1.17,-1.8000000000000043,-1.1600613566871159,2003-05-01 09:00:00
Unemployment Rate,0.06,0.058,M,2003-05-02,07:30:00,0.059,0.04,0.0010000000000000009,0.0010433913119181214,2003-05-02 07:30:00
Change in Nonfarm Payrolls,-48.0,-108k,M,2003-05-02,07:30:00,-60.0,43.68,12.0,0.2403874247937746,2003-05-02 07:30:00
Initial Jobless Claims,425.0,448k,W,2003-05-08,07:30:00,440.0,5.93,-15.0,-1.3202395535125577,2003-05-08 07:30:00
PPI Ex Food and Energy MoM,-0.009,0.007,M,2003-05-15,07:30:00,-0.001,0.2,-0.008,-0.008347193881872932,2003-05-15 07:30:00
Initial Jobless Claims,417.0,425k,W,2003-05-15,07:30:00,427.0,7.99,-10.0,-0.8800603399692076,2003-05-15 07:30:00
Industrial Production MoM,-0.005,-0.005,M,2003-05-15,08:15:00,-0.004,0.2,-0.001,-0.0010434492733695363,2003-05-15 08:15:00
U. of Mich. Sentiment,93.2,86,M,2003-05-16,08:47:00,87.0,2.15,6.200000000000003,2.8827861209747483,2003-05-16 08:47:00
Initial Jobless Claims,428.0,417k,W,2003-05-22,07:30:00,418.0,7.1,10.0,0.8809677666717409,2003-05-22 07:30:00
GDP Annualized QoQ,0.019,0.016,Q,2003-05-29,07:30:00,0.018,0.19,0.0010000000000000009,0.001295637831803312,2003-05-29 07:30:00
Initial Jobless Claims,424.0,428k,W,2003-05-29,07:30:00,420.0,5.86,4.0,0.35313841815923797,2003-05-29 07:30:00
U. of Mich. Sentiment,92.1,93.2,M,2003-05-30,08:50:00,93.0,1.24,-0.9000000000000057,-0.4208695388524061,2003-05-30 08:50:00
ISM Manufacturing,49.4,45.4,M,2003-06-02,09:00:00,48.7,1.23,0.6999999999999957,0.45549187331528146,2003-06-02 09:00:00
Initial Jobless Claims,442.0,424k,W,2003-06-05,07:30:00,420.0,6.55,22.0,1.9329210813608524,2003-06-05 07:30:00
Unemployment Rate,0.061,0.06,M,2003-06-06,07:30:00,0.061,0.05,0.0,0.0,2003-06-06 07:30:00
Change in Nonfarm Payrolls,-17.0,-48k,M,2003-06-06,07:30:00,-30.0,42.23,13.0,0.26240593304882603,2003-06-06 07:30:00
Initial Jobless Claims,430.0,442k,W,2003-06-12,07:30:00,425.0,7.58,5.0,0.4401997692233183,2003-06-12 07:30:00
PPI Ex Food and Energy MoM,0.001,-0.009,M,2003-06-13,07:30:00,0.001,0.13,0.0,0.0,2003-06-13 07:30:00
U. of Mich. Sentiment,87.2,92.1,M,2003-06-13,08:50:00,93.0,1.15,-5.799999999999997,-2.5419613477060725,2003-06-13 08:50:00
Industrial Production MoM,0.001,-0.005,M,2003-06-17,08:15:00,0.001,0.16,0.0,0.0,2003-06-17 08:15:00
Initial Jobless Claims,421.0,430k,W,2003-06-19,07:30:00,425.0,8.73,-4.0,-0.35274020956621605,2003-06-19 07:30:00
GDP Annualized QoQ,0.014,0.019,Q,2003-06-26,07:30:00,0.019,0.1,-0.004999999999999999,-0.006625700702224382,2003-06-26 07:30:00
Initial Jobless Claims,404.0,421k,W,2003-06-26,07:30:00,415.0,6.14,-11.0,-0.9694822156350541,2003-06-26 07:30:00
U. of Mich. Sentiment,89.7,87.2,M,2003-06-27,08:48:00,87.8,0.71,1.9000000000000057,0.837145700760278,2003-06-27 08:48:00
ISM Manufacturing,49.8,49.4,M,2003-07-01,09:00:00,51.0,0.97,-1.2000000000000028,-0.7780608495405125,2003-07-01 09:00:00
Unemployment Rate,0.064,0.061,M,2003-07-03,07:30:00,0.062,0.06,0.0020000000000000018,0.0021054720087863204,2003-07-03 07:30:00
Change in Nonfarm Payrolls,-30.0,-17k,M,2003-07-03,07:30:00,0.0,26.77,-30.0,-0.6104642947415406,2003-07-03 07:30:00
Initial Jobless Claims,430.0,404k,W,2003-07-03,07:30:00,410.0,6.91,20.0,1.7565780928099568,2003-07-03 07:30:00
Initial Jobless Claims,439.0,430k,W,2003-07-10,07:30:00,420.0,9.88,19.0,1.6640985077326595,2003-07-10 07:30:00
PPI Ex Food and Energy MoM,-0.001,0.001,M,2003-07-11,07:30:00,0.001,0.08,-0.002,-0.0021053658489401193,2003-07-11 07:30:00
Industrial Production MoM,0.001,0.001,M,2003-07-16,08:15:00,0.001,0.16,0.0,0.0,2003-07-16 08:15:00
Initial Jobless Claims,412.0,439k,W,2003-07-17,07:30:00,425.0,9.17,-13.0,-1.1368761508996141,2003-07-17 07:30:00
U. of Mich. Sentiment,90.3,89.7,M,2003-07-18,08:46:00,91.0,1.53,-0.7000000000000028,-0.31075270431311763,2003-07-18 08:46:00
Initial Jobless Claims,386.0,412k,W,2003-07-24,07:30:00,415.0,9.47,-29.0,-2.5019849535648317,2003-07-24 07:30:00
GDP Annualized QoQ,0.024,0.014,Q,2003-07-31,07:30:00,0.015,0.39,0.009000000000000001,0.012208604161359495,2003-07-31 07:30:00
Initial Jobless Claims,388.0,386k,W,2003-07-31,07:30:00,400.0,9.02,-12.0,-1.0344356143492008,2003-07-31 07:30:00
Unemployment Rate,0.062,0.064,M,2003-08-01,07:30:00,0.063,0.07,-0.0010000000000000009,-0.0010576457843579454,2003-08-01 07:30:00
Change in Nonfarm Payrolls,-44.0,-30k,M,2003-08-01,07:30:00,10.0,29.65,-54.0,-1.1013183195803866,2003-08-01 07:30:00
U. of Mich. Sentiment,90.9,90.3,M,2003-08-01,08:50:00,90.5,0.63,0.4000000000000057,0.17929008514872843,2003-08-01 08:50:00
ISM Manufacturing,51.8,49.8,M,2003-08-01,09:00:00,52.0,0.85,-0.20000000000000284,-0.1306009198391324,2003-08-01 09:00:00
Initial Jobless Claims,390.0,388k,W,2003-08-07,07:30:00,395.0,7.13,-5.0,-0.431664203888615,2003-08-07 07:30:00
PPI Ex Food and Energy MoM,0.002,-0.001,M,2003-08-14,07:30:00,0.0,0.08,0.002,0.0021152781449002853,2003-08-14 07:30:00
Initial Jobless Claims,398.0,390k,W,2003-08-14,07:30:00,393.0,5.18,5.0,0.4325411285712454,2003-08-14 07:30:00
Industrial Production MoM,0.005,0.001,M,2003-08-15,08:15:00,0.002,0.19,0.003,0.0031731905532300505,2003-08-15 08:15:00
U. of Mich. Sentiment,90.2,90.9,M,2003-08-19,08:56:00,91.4,1.32,-1.2000000000000028,-0.5406174640703709,2003-08-19 08:56:00
Initial Jobless Claims,386.0,398k,W,2003-08-21,07:30:00,395.0,8.73,-9.0,-0.7788625953969073,2003-08-21 07:30:00
GDP Annualized QoQ,0.031,0.024,Q,2003-08-28,07:30:00,0.029,0.17,0.0019999999999999983,0.0027776416773523543,2003-08-28 07:30:00
Initial Jobless Claims,394.0,386k,W,2003-08-28,07:30:00,390.0,8.55,4.0,0.3468966253560101,2003-08-28 07:30:00
U. of Mich. Sentiment,89.3,90.2,M,2003-08-29,08:50:00,90.5,0.46,-1.2000000000000028,-0.5434471737102178,2003-08-29 08:50:00
ISM Manufacturing,54.7,51.8,M,2003-09-02,09:00:00,54.0,1.03,0.7000000000000028,0.4615016125068721,2003-09-02 09:00:00
Initial Jobless Claims,413.0,394k,W,2003-09-04,07:30:00,393.0,4.55,20.0,1.728612575496932,2003-09-04 07:30:00
Unemployment Rate,0.061,0.062,M,2003-09-05,07:30:00,0.062,0.06,-0.0010000000000000009,-0.001062729852318608,2003-09-05 07:30:00
Change in Nonfarm Payrolls,-93.0,-44k,M,2003-09-05,07:30:00,20.0,20.7,-113.0,-2.2381606677533337,2003-09-05 07:30:00
Initial Jobless Claims,422.0,413k,W,2003-09-11,07:30:00,400.0,5.79,22.0,1.892814348573609,2003-09-11 07:30:00
PPI Ex Food and Energy MoM,0.001,0.002,M,2003-09-12,07:30:00,0.001,0.09,0.0,0.0,2003-09-12 07:30:00
U. of Mich. Sentiment,88.2,89.3,M,2003-09-12,08:50:00,90.2,1.09,-2.0,-0.9053830858897386,2003-09-12 08:50:00
Industrial Production MoM,0.001,0.005,M,2003-09-15,08:15:00,0.003,0.17,-0.002,-0.002125594415247471,2003-09-15 08:15:00
Initial Jobless Claims,399.0,422k,W,2003-09-18,07:30:00,410.0,5.82,-11.0,-0.9460100219120052,2003-09-18 07:30:00
Initial Jobless Claims,381.0,399k,W,2003-09-25,07:30:00,400.0,8.08,-19.0,-1.626342562596869,2003-09-25 07:30:00
GDP Annualized QoQ,0.033,0.031,Q,2003-09-26,07:30:00,0.031,0.07,0.0020000000000000018,0.00284479957897934,2003-09-26 07:30:00
U. of Mich. Sentiment,87.7,88.2,M,2003-09-26,08:50:00,88.5,0.48,-0.7999999999999972,-0.36488043670827347,2003-09-26 08:50:00
ISM Manufacturing,53.7,54.7,M,2003-10-01,09:00:00,54.5,1.04,-0.7999999999999972,-0.5284019162796277,2003-10-01 09:00:00
Initial Jobless Claims,399.0,381k,W,2003-10-02,07:30:00,395.0,7.13,4.0,0.3431170390942342,2003-10-02 07:30:00
Unemployment Rate,0.061,0.061,M,2003-10-03,07:30:00,0.062,0.06,-0.0010000000000000009,-0.0010679847392523767,2003-10-03 07:30:00
Change in Nonfarm Payrolls,57.0,-93k,M,2003-10-03,07:30:00,-25.0,29.98,82.0,1.5881216443449158,2003-10-03 07:30:00
Initial Jobless Claims,382.0,399k,W,2003-10-09,07:30:00,395.0,6.38,-13.0,-1.1137646218363813,2003-10-09 07:30:00
PPI Ex Food and Energy MoM,0.0,0.001,M,2003-10-10,07:30:00,0.001,0.08,-0.001,-0.0010679928962561984,2003-10-10 07:30:00
Initial Jobless Claims,384.0,382k,W,2003-10-16,07:30:00,385.0,5.49,-1.0,-0.08585584499505526,2003-10-16 07:30:00
Industrial Production MoM,0.004,0.001,M,2003-10-16,08:15:00,0.004,0.18,0.0,0.0,2003-10-16 08:15:00
U. of Mich. Sentiment,89.4,87.7,M,2003-10-17,08:48:00,88.2,1.21,1.2000000000000028,0.5516143062728813,2003-10-17 08:48:00
Initial Jobless Claims,386.0,384k,W,2003-10-23,07:30:00,385.0,5.39,1.0,0.08604641928746926,2003-10-23 07:30:00
GDP Annualized QoQ,0.072,0.033,Q,2003-10-30,07:30:00,0.06,0.56,0.011999999999999997,0.017492577599373525,2003-10-30 07:30:00
Initial Jobless Claims,386.0,386k,W,2003-10-30,07:30:00,385.0,5.16,1.0,0.08623741827744479,2003-10-30 07:30:00
U. of Mich. Sentiment,89.6,89.4,M,2003-10-31,08:50:00,89.5,0.57,0.09999999999999432,0.046410402773515,2003-10-31 08:50:00
ISM Manufacturing,57.0,53.7,M,2003-11-03,09:00:00,56.0,1.04,1.0,0.6663724366612317,2003-11-03 09:00:00
Initial Jobless Claims,348.0,386k,W,2003-11-06,07:30:00,380.0,3.9,-32.0,-2.7161174331135487,2003-11-06 07:30:00
Unemployment Rate,0.06,0.061,M,2003-11-07,07:30:00,0.061,0.07,-0.0010000000000000009,-0.0010734072425920055,2003-11-07 07:30:00
Change in Nonfarm Payrolls,126.0,57k,M,2003-11-07,07:30:00,65.0,27.64,61.0,1.1716119564132568,2003-11-07 07:30:00
Initial Jobless Claims,366.0,348k,W,2003-11-13,07:30:00,365.0,8.15,1.0,0.08506726686079522,2003-11-13 07:30:00
PPI Ex Food and Energy MoM,0.005,0,M,2003-11-14,07:30:00,0.001,0.08,0.004,0.004293957093504875,2003-11-14 07:30:00
Industrial Production MoM,0.002,0.004,M,2003-11-14,08:15:00,0.004,0.18,-0.002,-0.0021469423390743435,2003-11-14 08:15:00
U. of Mich. Sentiment,93.5,89.6,M,2003-11-14,08:50:00,91.4,0.85,2.0999999999999943,0.9773265947499462,2003-11-14 08:50:00
Initial Jobless Claims,355.0,366k,W,2003-11-20,07:30:00,365.0,7.97,-10.0,-0.8508116588023164,2003-11-20 07:30:00
GDP Annualized QoQ,0.082,0.072,Q,2003-11-25,07:30:00,0.078,0.31,0.0040000000000000036,0.005975833319133918,2003-11-25 07:30:00
Initial Jobless Claims,351.0,355k,W,2003-11-26,07:30:00,359.0,6.49,-8.0,-0.6812197438314583,2003-11-26 07:30:00
U. of Mich. Sentiment,93.7,93.5,M,2003-11-26,08:50:00,94.0,0.48,-0.29999999999999716,-0.14087115808307155,2003-11-26 08:50:00
ISM Manufacturing,62.8,57,M,2003-12-01,09:00:00,58.5,1.06,4.299999999999997,2.739258463793272,2003-12-01 09:00:00
Initial Jobless Claims,365.0,351k,W,2003-12-04,07:30:00,354.0,5.03,11.0,0.9373422442232564,2003-12-04 07:30:00
Unemployment Rate,0.059,0.06,M,2003-12-05,07:30:00,0.06,0.05,-0.0010000000000000009,-0.001078994406541363,2003-12-05 07:30:00
Change in Nonfarm Payrolls,57.0,126k,M,2003-12-05,07:30:00,150.0,35.6,-93.0,-1.7619217651113033,2003-12-05 07:30:00
Initial Jobless Claims,378.0,365k,W,2003-12-11,07:30:00,358.0,8.04,20.0,1.6985733782086583,2003-12-11 07:30:00
PPI Ex Food and Energy MoM,-0.001,0.005,M,2003-12-12,07:30:00,0.0,0.13,-0.001,-0.0010790745290819397,2003-12-12 07:30:00
U. of Mich. Sentiment,89.6,93.7,M,2003-12-12,08:50:00,96.0,1.19,-6.400000000000006,-2.7889553383109895,2003-12-12 08:50:00
CPI Ex Food and Energy YoY,0.011,0.013,M,2003-12-16,07:30:00,0.013,0,-0.002,-0.002002015855677976,2003-12-16 07:30:00
Industrial Production MoM,0.009,0.002,M,2003-12-16,08:15:00,0.005,0.16,0.003999999999999999,0.004316522863557525,2003-12-16 08:15:00
Initial Jobless Claims,353.0,378k,W,2003-12-18,07:30:00,365.0,5.69,-12.0,-1.0185043272279477,2003-12-18 07:30:00
GDP Annualized QoQ,0.082,0.082,Q,2003-12-23,07:30:00,0.082,0.07,0.0,0.0,2003-12-23 07:30:00
U. of Mich. Sentiment,92.6,89.6,M,2003-12-23,08:50:00,90.6,1,2.0,0.8746573449224916,2003-12-23 08:50:00
Initial Jobless Claims,353.0,353k,W,2003-12-24,07:30:00,355.0,6.02,-2.0,-0.17009811212717954,2003-12-24 07:30:00
Initial Jobless Claims,339.0,353k,W,2003-12-31,07:30:00,350.0,4.28,-11.0,-0.935355171358455,2003-12-31 07:30:00
ISM Manufacturing,66.2,62.8,M,2004-01-02,09:00:00,61.0,1.12,5.200000000000003,3.108513671881766,2004-01-02 09:00:00
Initial Jobless Claims,353.0,339k,W,2004-01-08,07:30:00,345.0,4,8.0,0.681279036493777,2004-01-08 07:30:00
Unemployment Rate,0.057,0.059,M,2004-01-09,07:30:00,0.059,0.04,-0.001999999999999995,-0.0021694574418710338,2004-01-09 07:30:00
Change in Nonfarm Payrolls,1.0,57k,M,2004-01-09,07:30:00,150.0,34.08,-149.0,-2.684615940474205,2004-01-09 07:30:00
PPI Ex Food and Energy MoM,-0.001,-0.001,M,2004-01-14,07:30:00,0.001,0.17,-0.002,-0.0021696140035164947,2004-01-14 07:30:00
CPI Ex Food and Energy YoY,0.011,0.011,M,2004-01-15,07:30:00,0.011,0.05,0.0,0.0,2004-01-15 07:30:00
Initial Jobless Claims,343.0,353k,W,2004-01-15,07:30:00,350.0,8.84,-7.0,-0.596787405960191,2004-01-15 07:30:00
Industrial Production MoM,0.001,0.009,M,2004-01-16,08:15:00,0.005,0.27,-0.004,-0.004339329218617295,2004-01-16 08:15:00
U. of Mich. Sentiment,103.2,92.6,M,2004-01-16,08:45:00,94.0,1.06,9.200000000000003,3.5753411017746988,2004-01-16 08:45:00
Initial Jobless Claims,341.0,343k,W,2004-01-22,07:30:00,345.0,5.13,-4.0,-0.3416280921560967,2004-01-22 07:30:00
Initial Jobless Claims,342.0,341k,W,2004-01-29,07:30:00,340.0,9.52,2.0,0.17119235901991425,2004-01-29 07:30:00
GDP Annualized QoQ,0.04,0.082,Q,2004-01-30,07:30:00,0.05,0.5,-0.010000000000000002,-0.015695718633968663,2004-01-30 07:30:00
U. of Mich. Sentiment,103.8,103.2,M,2004-01-30,08:45:00,103.0,1.17,0.7999999999999972,0.3138183991498986,2004-01-30 08:45:00
ISM Manufacturing,63.6,66.2,M,2004-02-02,09:00:00,64.0,1.87,-0.3999999999999986,-0.24040707063527836,2004-02-02 09:00:00
Initial Jobless Claims,356.0,342k,W,2004-02-05,07:30:00,340.0,4.21,16.0,1.3677771188219363,2004-02-05 07:30:00
Unemployment Rate,0.056,0.057,M,2004-02-06,07:30:00,0.057,0.06,-0.0010000000000000009,-0.0010906375624979497,2004-02-06 07:30:00
Change in Nonfarm Payrolls,112.0,1k,M,2004-02-06,07:30:00,175.0,52.83,-63.0,-1.1378271272880276,2004-02-06 07:30:00
Initial Jobless Claims,363.0,356k,W,2004-02-12,07:30:00,345.0,5.95,18.0,1.5352884634604194,2004-02-12 07:30:00
U. of Mich. Sentiment,93.1,103.8,M,2004-02-13,08:45:00,103.0,1.64,-9.900000000000006,-3.4348649577886925,2004-02-13 08:45:00
Industrial Production MoM,0.008,0.001,M,2004-02-17,08:15:00,0.008,0.17,0.0,0.0,2004-02-17 08:15:00
Initial Jobless Claims,344.0,363k,W,2004-02-19,07:30:00,355.0,8.8,-11.0,-0.9380123905440134,2004-02-19 07:30:00
CPI Ex Food and Energy YoY,0.011,0.011,M,2004-02-20,07:30:00,0.011,0.47,0.0,0.0,2004-02-20 07:30:00
Initial Jobless Claims,350.0,344k,W,2004-02-26,07:30:00,345.0,5.18,5.0,0.42722509278992654,2004-02-26 07:30:00
GDP Annualized QoQ,0.041,0.04,Q,2004-02-27,07:30:00,0.038,0.26,0.0030000000000000027,0.004829536003892557,2004-02-27 07:30:00
U. of Mich. Sentiment,94.4,93.1,M,2004-02-27,08:45:00,94.0,0.88,0.4000000000000057,0.14011633217926192,2004-02-27 08:45:00
ISM Manufacturing,61.4,63.6,M,2004-03-01,09:00:00,62.0,1.24,-0.6000000000000014,-0.3620134209742275,2004-03-01 09:00:00
Initial Jobless Claims,345.0,350k,W,2004-03-04,07:30:00,345.0,5.41,0.0,0.0,2004-03-04 07:30:00
Unemployment Rate,0.056,0.056,M,2004-03-05,07:30:00,0.056,0.05,0.0,0.0,2004-03-05 07:30:00
Change in Nonfarm Payrolls,21.0,112k,M,2004-03-05,07:30:00,130.0,31.48,-109.0,-1.9361038084932103,2004-03-05 07:30:00
Initial Jobless Claims,341.0,345k,W,2004-03-11,07:30:00,343.0,4.85,-2.0,-0.171615103695996,2004-03-11 07:30:00
U. of Mich. Sentiment,94.1,94.4,M,2004-03-12,08:45:00,94.5,1.81,-0.4000000000000057,-0.14141886782542995,2004-03-12 08:45:00
Industrial Production MoM,0.007,0.008,M,2004-03-15,08:15:00,0.004,0.2,0.003,0.003290626715182522,2004-03-15 08:15:00
CPI Ex Food and Energy YoY,0.012,0.011,M,2004-03-17,07:30:00,0.011,0.05,0.0010000000000000009,0.001005013331910973,2004-03-17 07:30:00
PPI Ex Food and Energy MoM,0.003,-0.001,M,2004-03-18,07:30:00,0.001,0.08,0.002,0.002181516339152332,2004-03-18 07:30:00
Initial Jobless Claims,336.0,341k,W,2004-03-18,07:30:00,345.0,3.77,-9.0,-0.7726488401056448,2004-03-18 07:30:00
GDP Annualized QoQ,0.041,0.041,Q,2004-03-25,07:30:00,0.041,0.05,0.0,0.0,2004-03-25 07:30:00
Initial Jobless Claims,339.0,336k,W,2004-03-25,07:30:00,340.0,3.99,-1.0,-0.08603355335340455,2004-03-25 07:30:00
U. of Mich. Sentiment,95.8,94.1,M,2004-03-26,08:45:00,93.7,1.05,2.0999999999999943,0.7463543498083736,2004-03-26 08:45:00
PPI Ex Food and Energy MoM,0.001,0.003,M,2004-04-01,07:30:00,0.001,0.08,0.0,0.0,2004-04-01 07:30:00
Initial Jobless Claims,342.0,339k,W,2004-04-01,07:30:00,340.0,4.78,2.0,0.17244828720656652,2004-04-01 07:30:00
ISM Manufacturing,62.5,61.4,M,2004-04-01,09:00:00,59.5,1.36,3.0,1.7950527692854432,2004-04-01 09:00:00
Unemployment Rate,0.057,0.056,M,2004-04-02,07:30:00,0.056,0.05,0.0010000000000000009,0.0011029680151213208,2004-04-02 07:30:00
Change in Nonfarm Payrolls,308.0,21k,M,2004-04-02,07:30:00,120.0,32.6,188.0,3.0188160910792883,2004-04-02 07:30:00
Initial Jobless Claims,328.0,342k,W,2004-04-08,07:30:00,340.0,3.47,-12.0,-1.0340076784201795,2004-04-08 07:30:00
CPI Ex Food and Energy YoY,0.016,0.012,M,2004-04-14,07:30:00,0.013,0.3,0.003000000000000001,0.003020912257282713,2004-04-14 07:30:00
Initial Jobless Claims,360.0,328k,W,2004-04-15,07:30:00,335.0,6.46,25.0,2.1392289402011677,2004-04-15 07:30:00
Industrial Production MoM,-0.002,0.007,M,2004-04-16,08:15:00,0.003,0.19,-0.005,-0.005515169541200148,2004-04-16 08:15:00
U. of Mich. Sentiment,93.2,95.8,M,2004-04-16,08:45:00,97.0,1.75,-3.799999999999997,-1.3385796246993102,2004-04-16 08:45:00
PPI Ex Food and Energy MoM,0.002,0.001,M,2004-04-22,07:30:00,0.001,0.07,0.001,0.0011030834246091074,2004-04-22 07:30:00
Initial Jobless Claims,353.0,360k,W,2004-04-22,07:30:00,340.0,6.38,13.0,1.1124222954852825,2004-04-22 07:30:00
GDP Annualized QoQ,0.042,0.041,Q,2004-04-29,07:30:00,0.05,0.42,-0.008,-0.013551247409398755,2004-04-29 07:30:00
Initial Jobless Claims,338.0,353k,W,2004-04-29,07:30:00,343.0,4.82,-5.0,-0.4285255337695791,2004-04-29 07:30:00
U. of Mich. Sentiment,94.2,93.2,M,2004-04-30,08:45:00,94.0,0.57,0.20000000000000284,0.07113255639710679,2004-04-30 08:45:00
ISM Manufacturing,62.4,62.5,M,2004-05-03,09:00:00,62.7,1.02,-0.30000000000000426,-0.18060502789048238,2004-05-03 09:00:00
Initial Jobless Claims,315.0,338k,W,2004-05-06,07:30:00,335.0,4.81,-20.0,-1.70537078341305,2004-05-06 07:30:00
Unemployment Rate,0.056,0.057,M,2004-05-07,07:30:00,0.057,0.05,-0.0010000000000000009,-0.0011093409891040121,2004-05-07 07:30:00
Change in Nonfarm Payrolls,288.0,308k,M,2004-05-07,07:30:00,170.0,36.07,118.0,1.8387121276918734,2004-05-07 07:30:00
PPI Ex Food and Energy MoM,0.002,0.002,M,2004-05-13,07:30:00,0.002,0.07,0.0,0.0,2004-05-13 07:30:00
Initial Jobless Claims,331.0,315k,W,2004-05-13,07:30:00,325.0,6.51,6.0,0.5125632595339765,2004-05-13 07:30:00
CPI Ex Food and Energy YoY,0.018,0.016,M,2004-05-14,07:30:00,0.017,0.04,0.0009999999999999974,0.0010091602280856667,2004-05-14 07:30:00
Industrial Production MoM,0.008,-0.002,M,2004-05-14,08:15:00,0.005,0.2,0.003,0.003328391434780307,2004-05-14 08:15:00
U. of Mich. Sentiment,94.2,94.2,M,2004-05-14,08:45:00,96.0,0.92,-1.7999999999999972,-0.6435784320537228,2004-05-14 08:45:00
Initial Jobless Claims,345.0,331k,W,2004-05-20,07:30:00,328.0,5.04,17.0,1.4497246733950153,2004-05-20 07:30:00
GDP Annualized QoQ,0.044,0.042,Q,2004-05-27,07:30:00,0.045,0.19,-0.0010000000000000009,-0.0017382860930088854,2004-05-27 07:30:00
Initial Jobless Claims,344.0,345k,W,2004-05-27,07:30:00,335.0,5.11,9.0,0.7684843458346232,2004-05-27 07:30:00
U. of Mich. Sentiment,90.2,94.2,M,2004-05-28,08:45:00,94.2,0.87,-4.0,-1.416023804939381,2004-05-28 08:45:00
ISM Manufacturing,62.8,62.4,M,2004-06-01,09:00:00,61.5,1.34,1.2999999999999972,0.789253427884405,2004-06-01 09:00:00
Initial Jobless Claims,339.0,344k,W,2004-06-03,07:30:00,335.0,4.26,4.0,0.3422701648867555,2004-06-03 07:30:00
Unemployment Rate,0.056,0.056,M,2004-06-04,07:30:00,0.056,0.06,0.0,0.0,2004-06-04 07:30:00
Change in Nonfarm Payrolls,248.0,288k,M,2004-06-04,07:30:00,225.0,36.39,23.0,0.360949696415047,2004-06-04 07:30:00
Initial Jobless Claims,352.0,339k,W,2004-06-10,07:30:00,335.0,3.51,17.0,1.452171460059717,2004-06-10 07:30:00
CPI Ex Food and Energy YoY,0.017,0.018,M,2004-06-15,07:30:00,0.018,0,-0.0009999999999999974,-0.0010115727172079622,2004-06-15 07:30:00
U. of Mich. Sentiment,95.2,90.2,M,2004-06-15,08:45:00,90.8,1.73,4.400000000000006,1.538292970975355,2004-06-15 08:45:00
Industrial Production MoM,0.011,0.008,M,2004-06-16,08:15:00,0.008,0.23,0.002999999999999999,0.003348131100545594,2004-06-16 08:15:00
PPI Ex Food and Energy MoM,0.003,0.002,M,2004-06-17,07:30:00,0.002,0.05,0.001,0.0011160192451175022,2004-06-17 07:30:00
Initial Jobless Claims,336.0,352k,W,2004-06-17,07:30:00,340.0,7.05,-4.0,-0.3422835729891989,2004-06-17 07:30:00
Initial Jobless Claims,349.0,336k,W,2004-06-24,07:30:00,340.0,5.89,9.0,0.7711366595747058,2004-06-24 07:30:00
GDP Annualized QoQ,0.039,0.044,Q,2004-06-25,07:30:00,0.044,0.13,-0.0049999999999999975,-0.008919723403574638,2004-06-25 07:30:00
U. of Mich. Sentiment,95.6,95.2,M,2004-06-25,08:45:00,95.0,0.74,0.5999999999999943,0.2117338250465988,2004-06-25 08:45:00
Initial Jobless Claims,351.0,349k,W,2004-07-01,07:30:00,342.0,4.37,9.0,0.7721410563319193,2004-07-01 07:30:00
ISM Manufacturing,61.1,62.8,M,2004-07-01,09:00:00,61.0,1.24,0.10000000000000142,0.061218373177165865,2004-07-01 09:00:00
Unemployment Rate,0.056,0.056,M,2004-07-02,07:30:00,0.056,0.05,0.0,0.0,2004-07-02 07:30:00
Change in Nonfarm Payrolls,112.0,248k,M,2004-07-02,07:30:00,250.0,29.57,-138.0,-2.108180889881503,2004-07-02 07:30:00
Initial Jobless Claims,310.0,351k,W,2004-07-08,07:30:00,341.0,11.81,-31.0,-2.6209380844516676,2004-07-08 07:30:00
PPI Ex Food and Energy MoM,0.002,0.003,M,2004-07-15,07:30:00,0.002,0.06,0.0,0.0,2004-07-15 07:30:00
Initial Jobless Claims,349.0,310k,W,2004-07-15,07:30:00,345.0,14.91,4.0,0.33890018583983234,2004-07-15 07:30:00
Industrial Production MoM,-0.003,0.011,M,2004-07-15,08:15:00,0.001,0.22,-0.004,-0.0044906795980265935,2004-07-15 08:15:00
CPI Ex Food and Energy YoY,0.019,0.017,M,2004-07-16,07:30:00,0.019,0,0.0,0.0,2004-07-16 07:30:00
U. of Mich. Sentiment,96.0,95.6,M,2004-07-16,08:45:00,97.0,1.45,-1.0,-0.3558012409952361,2004-07-16 08:45:00
Initial Jobless Claims,339.0,349k,W,2004-07-22,07:30:00,345.0,16.49,-6.0,-0.5090440045551113,2004-07-22 07:30:00
Initial Jobless Claims,345.0,339k,W,2004-07-29,07:30:00,340.0,7.68,5.0,0.42505584830843807,2004-07-29 07:30:00
